id,date,excercise_list,workout_fun_factor,duration,cal_burnt,mood,activeness
2768,2023-07-30,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,3,75,,2,1
2769,2023-07-14,deadlift superman lat_pulldown pull_up ,2,89,,1,2
2770,2023-06-09,crunches plank russian_twist side_plank bird_dog burpee,1,54,,2,0
2771,2023-02-02,box_jumps wall_balls lateral_lunges bulgarian_split_squat tire_flips stair_climbing mountain_climbers  high_knees squat_jump burpee  rowing_machine    ,1,112,,0,2
2772,2023-04-17,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,4,120,,1,0
2773,2023-05-28,yoga,0,114,,0,2
2774,2023-04-21,dumbbell_fly ,2,82,,0,1
2775,2023-01-29,crunches plank russian_twist side_plank bird_dog burpee,1,103,,1,0
2776,2023-07-15,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,1,71,,1,2
2777,2023-01-02,pilates battle_ropes push_press tricep_extension tricep_dips bench_press push_up,4,38,,2,2
2778,2023-06-20,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,3,103,,0,0
2779,2023-08-17,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,3,78,,1,2
2780,2023-06-28,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,2,116,,2,2
2781,2023-01-14,yoga,1,105,,2,0
2782,2023-02-15,swimming jump_rope elliptical jumping_jacks cycling squat_jump running high_knees,2,105,,0,1
2783,2023-01-31,yoga,0,67,,1,2
2784,2023-07-26,mountain_climbers box_jumps burpee cycling squat_jump running high_knees,0,105,,2,1
2785,2023-04-21,deadlift superman lat_pulldown pull_up ,4,43,,2,0
2786,2023-06-16,swimming jump_rope elliptical jumping_jacks cycling squat_jump running high_knees,4,101,,2,0
2787,2023-05-13,yoga,5,117,,1,0
2788,2023-06-13,box_jumps wall_balls lateral_lunges bulgarian_split_squat kettlebell_swing squat leg_press lateral_lunges leg_extension leg_curl lunge squat_jump,0,57,,0,1
2789,2023-04-15,bicep_curl pull_up lat_pulldown dumbbell_row medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes,3,108,,2,2
2790,2023-03-06,bicep_curl pull_up lat_pulldown dumbbell_row medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes,3,75,,1,1
2791,2023-05-11,mountain_climbers box_jumps burpee cycling squat_jump running high_knees,1,93,,0,0
2792,2023-07-25,box_jumps wall_balls lateral_lunges bulgarian_split_squat kettlebell_swing squat leg_press lateral_lunges leg_extension leg_curl lunge squat_jump,3,51,,1,2
2793,2023-05-01,deadlift superman lat_pulldown pull_up ,2,73,,1,2
2794,2023-01-01,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,4,95,,0,1
2795,2023-03-08,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,0,42,,1,1
2796,2023-03-07,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,4,97,,1,0
2797,2023-06-28,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips jumping_jacks bird_dog,0,56,,1,0
2798,2023-07-19,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips jumping_jacks bird_dog,5,97,,1,2
2799,2023-02-05,pilates battle_ropes push_press tricep_extension tricep_dips bench_press push_up,4,79,,1,0
2800,2023-06-18,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,3,71,,1,1
2801,2023-04-30,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,0,31,,1,0
2802,2023-08-03,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,1,30,,2,1
2803,2023-05-04,bicep_curl pull_up lat_pulldown dumbbell_row push_press,0,57,,1,2
2804,2023-01-03,box_jumps wall_balls lateral_lunges bulgarian_split_squat tire_flips stair_climbing mountain_climbers  high_knees squat_jump burpee  rowing_machine    ,1,35,,0,1
2805,2023-07-04,deadlift superman lat_pulldown pull_up ,5,53,,0,1
2806,2023-01-10,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,4,67,,2,2
2807,2023-06-12,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips jumping_jacks bird_dog,2,44,,2,0
2808,2023-02-15,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,4,57,,2,0
2809,2023-06-15,box_jumps wall_balls lateral_lunges bulgarian_split_squat tire_flips stair_climbing mountain_climbers  high_knees squat_jump burpee  rowing_machine    ,0,47,,2,0
2810,2023-08-30,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,2,57,,1,2
2811,2023-03-18,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,1,49,,2,0
2812,2023-04-05,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,5,94,,2,0
2813,2023-01-26,deadlift superman lat_pulldown pull_up ,4,116,,0,2
2814,2023-07-25,pilates battle_ropes push_press tricep_extension tricep_dips bench_press push_up,3,39,,1,2
2815,2023-05-20,pilates battle_ropes push_press tricep_extension tricep_dips bench_press push_up,2,99,,1,1
2816,2023-06-08,yoga,3,39,,1,0
2817,2023-02-01,box_jumps wall_balls lateral_lunges bulgarian_split_squat kettlebell_swing squat leg_press lateral_lunges leg_extension leg_curl lunge squat_jump,3,64,,0,1
2818,2023-02-01,pull_up lat_pulldown push_up dumbbell_row push_press,4,61,,1,2
2819,2023-07-17,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,1,114,,2,0
2820,2023-02-06,mountain_climbers box_jumps burpee cycling squat_jump running high_knees,5,38,,2,0
2821,2023-05-02,mountain_climbers box_jumps burpee cycling squat_jump running high_knees,1,66,,2,1
2822,2023-08-12,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,1,83,,1,0
2823,2023-06-30,box_jumps wall_balls lateral_lunges bulgarian_split_squat tire_flips stair_climbing mountain_climbers  high_knees squat_jump burpee  rowing_machine    ,0,34,,1,0
2824,2023-04-12,pull_up lat_pulldown push_up dumbbell_row push_press,1,106,,1,2
2825,2023-04-29,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,1,107,,0,2
2826,2023-07-29,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,0,106,,1,0
2827,2023-01-06,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,0,120,,0,1
2828,2023-04-24,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,5,64,,0,0
2829,2023-07-28,pilates battle_ropes push_press tricep_extension tricep_dips bench_press push_up,2,69,,1,0
2830,2023-06-12,box_jumps wall_balls lateral_lunges bulgarian_split_squat kettlebell_swing squat leg_press lateral_lunges leg_extension leg_curl lunge squat_jump,4,82,,0,0
2831,2023-05-03,box_jumps wall_balls lateral_lunges bulgarian_split_squat       ,4,50,,1,0
2832,2023-03-12,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,3,46,,0,2
2833,2023-06-16,crunches plank russian_twist side_plank bird_dog burpee,5,53,,1,0
2834,2023-05-18,box_jumps wall_balls lateral_lunges bulgarian_split_squat tire_flips stair_climbing mountain_climbers  high_knees squat_jump burpee  rowing_machine    ,2,70,,2,0
2835,2023-06-01,crunches plank russian_twist side_plank bird_dog burpee,3,39,,1,2
2836,2023-06-02,pull_up lat_pulldown push_up dumbbell_row push_press,5,91,,2,1
2837,2023-08-25,mountain_climbers box_jumps burpee cycling squat_jump running high_knees,2,79,,2,2
2838,2023-06-23,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,3,45,,2,1
2839,2023-05-31,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,2,68,,1,1
2840,2023-06-12,box_jumps wall_balls lateral_lunges bulgarian_split_squat tire_flips stair_climbing mountain_climbers  high_knees squat_jump burpee  rowing_machine    ,2,100,,0,2
2841,2023-01-19,dumbbell_row farmers_walk battle_ropes push_press,2,58,,0,0
2842,2023-06-08,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,5,97,,1,0
2843,2023-02-12,deadlift superman lat_pulldown pull_up ,5,52,,1,1
2844,2023-02-24,swimming jump_rope elliptical jumping_jacks cycling squat_jump running high_knees,4,46,,2,1
2845,2023-01-20,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,2,41,,1,0
2846,2023-01-06,pilates battle_ropes push_press tricep_extension tricep_dips bench_press push_up,1,111,,1,0
2847,2023-06-17,pilates battle_ropes push_press tricep_extension tricep_dips bench_press push_up,2,46,,1,2
2848,2023-06-18,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,1,118,,1,1
2849,2023-07-30,dumbbell_row farmers_walk battle_ropes push_press,4,72,,0,2
2850,2023-07-13,pilates battle_ropes push_press tricep_extension tricep_dips bench_press push_up,5,71,,1,1
2851,2023-02-14,dumbbell_row farmers_walk battle_ropes push_press,0,44,,2,0
2852,2023-03-15,bicep_curl pull_up lat_pulldown dumbbell_row medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes,2,104,,0,0
2853,2023-06-30,crunches plank russian_twist side_plank bird_dog burpee,4,49,,1,2
2854,2023-07-30,mountain_climbers box_jumps burpee cycling squat_jump running high_knees,3,58,,2,0
2855,2023-02-05,yoga,0,101,,2,1
2856,2023-07-09,bicep_curl pull_up lat_pulldown dumbbell_row medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes,4,31,,2,2
2857,2023-02-01,pilates battle_ropes push_press tricep_extension tricep_dips bench_press push_up,2,58,,2,2
2858,2023-01-21,dumbbell_row farmers_walk battle_ropes push_press,5,114,,2,1
2859,2023-01-24,bicep_curl pull_up lat_pulldown dumbbell_row push_press,3,93,,1,1
2860,2023-06-23,box_jumps wall_balls lateral_lunges bulgarian_split_squat kettlebell_swing squat leg_press lateral_lunges leg_extension leg_curl lunge squat_jump,0,102,,2,0
2861,2023-03-07,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,5,50,,0,0
2862,2023-04-05,pull_up lat_pulldown push_up dumbbell_row push_press,4,80,,0,2
2863,2023-08-09,pilates battle_ropes push_press tricep_extension tricep_dips bench_press push_up,0,31,,2,1
2864,2023-07-05,dumbbell_fly ,0,114,,2,0
2865,2023-03-02,pull_up lat_pulldown push_up dumbbell_row push_press,5,42,,0,1
2866,2023-04-01,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,4,94,,1,2
2867,2023-08-26,box_jumps wall_balls lateral_lunges bulgarian_split_squat tire_flips stair_climbing mountain_climbers  high_knees squat_jump burpee  rowing_machine    ,3,74,,0,1
2868,2023-04-29,bicep_curl pull_up lat_pulldown dumbbell_row push_press,1,119,,0,1
2869,2023-02-01,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,3,76,,1,2
2870,2023-06-10,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,1,102,,2,1
2871,2023-03-24,box_jumps wall_balls lateral_lunges bulgarian_split_squat       ,5,99,,2,1
2872,2023-01-26,deadlift superman lat_pulldown pull_up ,2,114,,2,0
2873,2023-05-05,deadlift superman lat_pulldown pull_up ,1,43,,2,0
2874,2023-02-05,pull_up lat_pulldown push_up dumbbell_row push_press,1,46,,0,2
2875,2023-08-08,deadlift superman lat_pulldown pull_up ,5,116,,0,1
2876,2023-01-09,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,4,35,,0,2
2877,2023-01-06,mountain_climbers box_jumps burpee cycling squat_jump running high_knees,5,107,,0,0
2878,2023-03-08,crunches plank russian_twist side_plank bird_dog burpee,3,60,,0,2
2879,2023-08-24,bicep_curl pull_up lat_pulldown dumbbell_row medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes,1,45,,2,0
2880,2023-02-02,dumbbell_fly ,1,97,,1,2
2881,2023-05-04,crunches plank russian_twist side_plank bird_dog burpee,3,85,,2,1
2882,2023-05-14,box_jumps wall_balls lateral_lunges bulgarian_split_squat tire_flips stair_climbing mountain_climbers  high_knees squat_jump burpee  rowing_machine    ,4,54,,1,1
2883,2023-01-08,box_jumps wall_balls lateral_lunges bulgarian_split_squat       ,3,110,,2,2
2884,2023-04-01,mountain_climbers box_jumps burpee cycling squat_jump running high_knees,1,42,,2,1
2885,2023-07-14,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,4,95,,0,2
2886,2023-04-15,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,1,46,,0,2
2887,2023-07-05,dumbbell_fly ,1,59,,2,0
2888,2023-05-17,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,4,114,,0,2
2889,2023-02-07,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,0,45,,1,1
2890,2023-06-02,box_jumps wall_balls lateral_lunges bulgarian_split_squat kettlebell_swing squat leg_press lateral_lunges leg_extension leg_curl lunge squat_jump,1,85,,0,2
2891,2023-04-06,deadlift superman lat_pulldown pull_up ,0,103,,2,2
2892,2023-02-19,pilates battle_ropes push_press tricep_extension tricep_dips bench_press push_up,0,120,,0,1
2893,2023-07-31,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,2,93,,0,2
2894,2023-07-10,dumbbell_fly ,0,107,,2,0
2895,2023-03-09,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,2,78,,0,1
2896,2023-06-30,box_jumps wall_balls lateral_lunges bulgarian_split_squat tire_flips stair_climbing mountain_climbers  high_knees squat_jump burpee  rowing_machine    ,4,71,,1,1
2897,2023-05-27,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips jumping_jacks bird_dog,1,59,,2,1
2898,2023-03-17,crunches plank russian_twist side_plank bird_dog burpee,2,95,,1,0
2899,2023-05-15,pilates battle_ropes push_press tricep_extension tricep_dips bench_press push_up,3,56,,0,1
2900,2023-02-16,yoga,3,42,,0,1
2901,2023-07-25,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,3,82,,2,1
2902,2023-04-10,pilates battle_ropes push_press tricep_extension tricep_dips bench_press push_up,2,46,,2,1
2903,2023-03-07,crunches plank russian_twist side_plank bird_dog burpee,4,30,,2,0
2904,2023-01-23,pull_up lat_pulldown push_up dumbbell_row push_press,2,69,,0,1
2905,2023-01-10,dumbbell_row farmers_walk battle_ropes push_press,2,99,,1,2
2906,2023-07-12,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,4,81,,0,0
2907,2023-08-29,bicep_curl pull_up lat_pulldown dumbbell_row push_press,1,67,,0,0
2908,2023-05-17,bicep_curl pull_up lat_pulldown dumbbell_row push_press,1,94,,1,2
2909,2023-07-09,dumbbell_row farmers_walk battle_ropes push_press,3,83,,0,2
2910,2023-08-19,bicep_curl pull_up lat_pulldown dumbbell_row medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes,3,71,,0,0
2911,2023-08-06,swimming jump_rope elliptical jumping_jacks cycling squat_jump running high_knees,2,35,,2,0
2912,2023-03-22,bicep_curl pull_up lat_pulldown dumbbell_row medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes,1,92,,0,1
2913,2023-08-20,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,4,39,,0,0
2914,2023-08-09,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,0,71,,2,0
2915,2023-01-30,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,0,101,,0,0
2916,2023-01-03,swimming jump_rope elliptical jumping_jacks cycling squat_jump running high_knees,4,65,,0,1
2917,2023-07-28,dumbbell_row farmers_walk battle_ropes push_press,4,94,,2,1
2918,2023-02-25,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,4,53,,1,2
2919,2023-02-08,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,5,86,,0,2
2920,2023-01-12,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,5,106,,1,0
2921,2023-03-27,dumbbell_row farmers_walk battle_ropes push_press,2,111,,1,1
2922,2023-02-12,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,3,88,,1,2
2923,2023-08-01,pull_up lat_pulldown push_up dumbbell_row push_press,5,78,,0,2
2924,2023-04-03,pull_up lat_pulldown push_up dumbbell_row push_press,4,120,,2,0
2925,2023-06-10,bicep_curl pull_up lat_pulldown dumbbell_row medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes,0,100,,0,2
2926,2023-06-01,bicep_curl pull_up lat_pulldown dumbbell_row medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes,3,91,,0,0
2927,2023-01-12,pilates battle_ropes push_press tricep_extension tricep_dips bench_press push_up,4,62,,1,1
2928,2023-05-20,mountain_climbers box_jumps burpee cycling squat_jump running high_knees,3,105,,1,2
2929,2023-07-27,bicep_curl pull_up lat_pulldown dumbbell_row push_press,5,112,,1,1
2930,2023-04-28,box_jumps wall_balls lateral_lunges bulgarian_split_squat kettlebell_swing squat leg_press lateral_lunges leg_extension leg_curl lunge squat_jump,4,56,,0,2
2931,2023-04-14,dumbbell_row farmers_walk battle_ropes push_press,5,108,,1,0
2932,2023-07-08,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips jumping_jacks bird_dog,1,83,,1,2
2933,2023-06-21,bicep_curl pull_up lat_pulldown dumbbell_row medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes,3,63,,0,1
2934,2023-08-18,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips jumping_jacks bird_dog,3,106,,2,2
2935,2023-01-20,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips jumping_jacks bird_dog,4,99,,0,2
2936,2023-04-06,bicep_curl pull_up lat_pulldown dumbbell_row medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes,0,50,,0,2
2937,2023-03-31,deadlift superman lat_pulldown pull_up ,4,38,,0,0
2938,2023-05-29,box_jumps wall_balls lateral_lunges bulgarian_split_squat tire_flips stair_climbing mountain_climbers  high_knees squat_jump burpee  rowing_machine    ,2,84,,0,0
2939,2023-05-27,pilates battle_ropes push_press tricep_extension tricep_dips bench_press push_up,0,112,,2,2
2940,2023-07-30,deadlift superman lat_pulldown pull_up ,4,35,,2,0
2941,2023-01-28,crunches plank russian_twist side_plank bird_dog burpee,5,32,,0,2
2942,2023-01-14,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,0,120,,0,1
2943,2023-04-14,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,2,97,,0,1
2944,2023-02-13,swimming jump_rope elliptical jumping_jacks cycling squat_jump running high_knees,5,55,,0,0
2945,2023-02-06,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,4,48,,2,1
2946,2023-03-24,swimming jump_rope elliptical jumping_jacks cycling squat_jump running high_knees,3,116,,1,0
2947,2023-02-03,box_jumps wall_balls lateral_lunges bulgarian_split_squat kettlebell_swing squat leg_press lateral_lunges leg_extension leg_curl lunge squat_jump,3,53,,1,1
2948,2023-08-08,deadlift superman lat_pulldown pull_up ,5,106,,2,0
2949,2023-01-28,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,3,42,,0,0
2950,2023-03-27,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips jumping_jacks bird_dog,2,115,,1,1
